code;plan;theme;titre;dispoCode;dispoTitre;public;objectifs;contenu;duree;effectif;abonnement
102766;ENS; ACTIONS INTERDISCIPLINAIRES;Actualité d'un concept juridique;25A0090660;IDIS17 - FONDAMENTAUX DU DROIT POUR DGEMC;", professeurs en charge de l&#8217;enseignement « Droit et grands enjeux du monde contemporain ».";Actualiser des connaissances juridiques en lien avec le programme de DGEMC. Mobiliser des concepts et procédures juridiques présentés dans la partie I en articulation avec des questions de la partie II du programme DGEMC.;"DIDACTIQUE ET PEDAGOGIE
On présentera le traitement juridique d'une situation à fort enjeu social, politique ou économique en actualisant l'état du droit sur la question.";2;18;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102766/tab/trainee/pill/individualTrainingPlan
102773;ENS; ACTIONS INTERDISCIPLINAIRES;Droit, éthique et santé : dons de tissus et d'organes;25A0090663;IDIS18 - ENSEIGNER EN DGEMC;professeurs de DGEMC, de SMS, de SVT;"Développer les compétences psychosociales des participants autour d'un sujet de société sensible.
Comprendre les enjeux scientifiques et techniques liés aux greffes. (implication de l'IA...)
Acquérir les connaissances nécessaires pour argumenter et expliquer les objectifs de la greffe. 
sensibiliser aux filières et métiers liés à la santé. 
Découvrir et s'approprier plus facilement l'univers du monde hospitalier.";"DIDACTIQUE ET PEDAGOGIE
Dans le cadre d'un partenariat avec le CHU de Lille et la coordination du prélèvement d'organes et de tissus, la formation permettra aux enseignants de monter en compétences autour du dons d'organes et de tissus (connaissances scientifiques, contraintes techniques, aspects philosophiques, mode de communication et questionnement éthique associé). La connaissance des filières et des métiers est également envisagée associé à la découverte du milieu hospitalier.";6;18;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102773/tab/trainee/pill/individualTrainingPlan
102774;ENS; ACTIONS INTERDISCIPLINAIRES;"""Travailler autrement en DGEMC"" : OSER LES ETUDES SUIVIES";25A0090663;IDIS18 - ENSEIGNER EN DGEMC;professeurs de DGEMC;"Accompagner l'élève dans le choix du sujet. Lecture du programme, notions qui seront travaillées dans le sujet (en lien avec un glossaire DGEMC en ligne sur l'ENT).
Accompagner l'élève dans ses recherches. Chercher, élaborer une bibliographie, des annexes, garder la trace (carnet de bord dématérialisé).
Accompagner l'élève dans l'argumentation écrite.
Accompagner l'élève à transcrire oralement son argumentation (dans le cadre d'une parole engagée et personnelle, comme au Grand oral) et à s'auto-évaluer. Emmener l'ensemble du groupe dans une écoute active.";"DIDACTIQUE ET PEDAGOGIE
La pratique des études suivies constitue une piste et une recommandation pour favoriser une démarche de recherche chez l'élève en classe de DGEMC. 
Même si ce dispositif n'est pas pratiqué par tous les collègues et n'est pas obligatoire, il constitue une entrée privilégiée dans une dynamique de projet et de construction de l'autonomie de l'élève. Il appelle également une réflexion sur la maîtrise de la langue écrite et orale.
Comment mettre en œuvre et inscrire des études suivies dans la temporalité de l'année ? Quelle évaluation ? Comment accompagner l'élève de la constitution du dossier à sa soutenance? 
Trois temps de formation à distance stratégiquement espacés dans l'année permettront d'outiller et d'échanger témoignages sur les pratiques et retours d'expériences .";4;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102774/tab/trainee/pill/individualTrainingPlan
100620;ENS; ALLEMAND;"L'intelligence artificielle au service des professeurs et du cours d&#8217;allemand";25A0090339;ALD_04 @ L'IA, NOUVEL ASSISTANT DU PROF D'ALLEMAND;Professeurs d'allemand;"- Sensibiliser les professeurs d'allemand à 
l'utilisation éthique et responsable de l'IA
- Concevoir des séances avec l'IA
- Entraîner aux différentes activités langagières 
avec l'IA
- Différencier avec l'IA";"ALLEMAND
Cette formation s'inscrit dans un temps long et se 
déclinera sur deux années. Le premier volet de la 
formation visera à acculturer les professeurs 
d'allemand à l'utilisation de l'intelligence 
artificielle. Comment s'emparer de l'IA pour 
concevoir des séances et entraîner aux différentes 
activités langagières ? Comment gagner du temps 
dans la mise en œuvre de la différenciation 
pédagogique ? La formation donnera des clés aux 
enseignants pour apprivoiser l'IA et en faire un 
véritable assistant qui leur permettra de 
développer chez leurs élèves des compétences 
citoyennes et langagières.";6;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100620/tab/trainee/pill/individualTrainingPlan
100621;ENS; ALLEMAND;Différents moments pour prendre la parole pour différents objectifs;25A0090340;ALD_05 - QUELS MOMENTS POUR L'ORAL DES ELEVES ?;Professeurs d'allemand;"Identifier différents moments de prise de parole 
possible des élèves en classe et analyser comment 
ils peuvent faire progresser les élèves, mieux 
programmer ces moments d'oral dans son cours";"ALLEMAND
Rituels, échauffement, réactivation, répétition, 
imitation, restitution, mise en forme, échanges, 
etc. les moments d'une prise de parole des élèves 
dans une séance sont nombreux. Pourtant, les 
élèves peinent souvent à produire un oral assez 
fluide et correct.
Le stage permettra de mieux comprendre la fonction 
de ces différents moments et les conditions pour 
les rendre efficaces, selon les niveaux visés du 
CECRL. Il s'intéressera aussi aux conditions de 
mise en œuvre, aux appuis, aux exercices 
nécessaires, notamment phonologiques ainsi qu'à la 
préparation possible à la maison.";6;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100621/tab/trainee/pill/individualTrainingPlan
100622;ENS; ALLEMAND;Comprendre et mettre en œuvre les nouveaux programmes d'allemand (6e, 5e, 2nde, Première);25A0090341;ALD_06 - COMPRENDRE LES NOUVEAUX PROGRAMMES;Professeurs d'allemand;"- Comprendre les points clés des nouveaux programmes pour 2025-2026 (6e et 2nde), anticiper ceux pour 2026-2027 (5e, Première et Terminale) et comprendre comment les différentes parties s'articulent 
- A partir d'exemples, proposer une mise en œuvre en classe";"ALLEMAND
Si les nouveaux programmes ne sont pas une révolution, leur présentation révèle une exigence accrue pour les acquis des élèves. Comment comprendre les différentes parties du programme et la manière dont elles s'articulent ? Comment s'emparer des nouveaux axes d'étude ? Comment optimiser la longueur des séquences tout en construisant des compétences linguistiques solides ? Que devient l'approche actionnelle ? Le stage permettra aux professeurs de collège et 
de lycée de partir d'exemples concrets en classe et de les discuter.";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100622/tab/trainee/pill/individualTrainingPlan
100625;ENS; ALLEMAND;"Apports universitaires sur les objets d&#8217;étude des nouveaux programmes";25A0090343;ALD_08 @ OBJETS D'ETUDE DES NOUVEAUX PROGRAMMES;Professeurs d'allemand;"L'entrée culturelle des nouveaux programmes est 
réaffirmée à travers des axes et des objets 
d'études. Ce webinaire permettra de mieux les 
appréhender par un apport scientifique 
universitaire et par la proposition de quelques 
documents en rapport.";"ALLEMAND
Webinaire avec apport universitaire pour mieux 
comprendre l'objet d'étude, proposition de 
documents didactisables en rapport avec le sujet, 
échanges avec l'expert.";2;50;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100625/tab/trainee/pill/individualTrainingPlan
100658;ENS; ALLEMAND;"L'intelligence artificielle au service des professeurs et du cours d&#8217;allemand - distanciel";25A0090339;ALD_04 @ L'IA, NOUVEL ASSISTANT DU PROF D'ALLEMAND;Professeurs d'allemand;"- Sensibiliser les professeurs d'allemand à 
l'utilisation éthique et responsable de l'IA
- Concevoir des séances avec l'IA
- Entraîner aux différentes activités langagières 
avec l'IA
- Différencier avec l'IA";"ALLEMAND
Cette formation s'inscrit dans un temps long et se 
déclinera sur deux années. Le premier volet de la 
formation visera à acculturer les professeurs 
d'allemand à l'utilisation de l'intelligence 
artificielle. Comment s'emparer de l'IA pour 
concevoir des séances et entraîner aux différentes 
activités langagières ? Comment gagner du temps 
dans la mise en œuvre de la différenciation 
pédagogique ? La formation donnera des clés aux 
enseignants pour apprivoiser l'IA et en faire un 
véritable assistant qui leur permettra de 
développer chez leurs élèves des compétences 
citoyennes et langagières.";1;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100658/tab/trainee/pill/individualTrainingPlan
101177;ENS; ANGLAIS;Conférence sur un oeuvre littéraire du programme limitatif de LLCER anglais;25A0090577;AGL_01 @ CONSTRUIRE DES SAVOIRS DISCIPLINAIRES;"Professeurs d'anglais intéressés par les œuvres 
littéraires";"Se former aux outils méthodologiques permettant 
d'opérer des choix pédagogiques à partir de 
l'analyse fine de supports divers et variés. 
Accompagner les élèves à se construire des repères 
structurants du monde anglophone. Etablir des liens 
avec l'enseignement supérieur.";"ANGLAIS
Distanciel 2h 
Intervention d'un universitaire et/ou formateur sur le 
contexte, la découverte et l'analyse de passages 
emblématiques d'une oeuvre
littéraire du programme limitatif de LLCER anglais de 
première et/ou terminale.";2;50;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101177/tab/trainee/pill/individualTrainingPlan
101178;ENS; ANGLAIS;Conférence sur une oeuvre cinématographique du programme limitatif de spécialité LLCER AMC;25A0090577;AGL_01 @ CONSTRUIRE DES SAVOIRS DISCIPLINAIRES;Professeurs d'anglais intéressés par le cinéma;"Connaissance d'une oeuvre du programme limitatif du 
cycle Tle
Mobilisation d'outils d'analyse filmique en perspective 
des préparations du cours de spécialité
Articulation avec la mise en oeuvre en classe";"ANGLAIS
Distanciel 2h 
Intervention d'un universitaire et/ou formateur sur le 
contexte, la découverte et l'analyse de passages 
emblématiques d'une oeuvre
cinématographique du programme limitatif de LLCER 
anglais de première et/ou terminale.";2;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101178/tab/trainee/pill/individualTrainingPlan
101179;ENS; ANGLAIS;Stratégies de réception et production orale;25A0090578;AGL_02 @ GESTES PROFESSIONNELS ET CONTENUS;Public d'anglais;"Varier les modalités de mise au travail des élèves en 
compréhension orale. Faire le point sur les stratégies, 
y compris avec l'apport de la recherche";"ANGLAIS
Varier les situations d'entraînement et d'évaluation 
de la réception orale : choix de supports de 
longueur différentes avec des objectifs différents. 
Travailler sur les stratégies de compréhension, de 
la discrimination auditive à la construction du 
sens, en prenant en compte les sources et le 
contexte. Connaître les résultats récents de la 
recherche afin de proposer aux élèves des situations 
d'entraînement qui leur permettront d'améliorer 
leurs compétences en réception orale. Amplifier le 
bain linguistique et varier les activités : travail 
collectif, en groupe, en individuel tout en 
articulant ce travail avec la production";5;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101179/tab/trainee/pill/individualTrainingPlan
101180;ENS; ANGLAIS;Webinaires pédagogiques nouveaux programmes en lycée : focus sur les objets d'étude;25A0090579;AGL_03 @ WEBINAIRES NVX PROGRAMMES;"Tous les enseignants d'anglais volontaires de lycée qui 
cherchent à faire évoluer leurs pratiques au moyen des 
nouveaux programmes;";"Problématiser pour engager la réflexion des élèves.
Adapter l'exploitation de supports authentiques à 
son public.
Articuler activités de production et de réception 
pour développer la participation active des élèves.
Comprendre les enjeux des projets de programme 
d'anglais pour la 2de.
Permettre aux enseignants de s'approprier les objets 
d'étude et de concevoir des séquences cohérentes et 
motivantes.
Appréhender le potentiel culturel des objets 
d'étude.";"ANGLAIS
Webinaire pédagogique sur les nouveaux programmes du 
lycée : focus sur les objets d'études. Réflexion 
collective sur les enjeux culturels et linguistiques 
des objets d'étude. Se saisir des objets d'étude 
proposés pour aborder les axes : exemple de mise en 
œuvre. Articuler objectifs culturels et linguistiques 
pour construire une séquence cohérente à partir d'un 
objet d'étude.";2;100;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101180/tab/trainee/pill/individualTrainingPlan
101186;ENS; ANGLAIS;Préparation à l'inscription à la certification DNL en anglais;25A0090583;AGL_08 @ DOSSIER INSCRIPTION CERT. DNL ANGL;"Professeurs de toutes disciplines envisageant une 
inscription à la  certification complémentaire en 
langue anglaise.";"Préparation à l'inscription à la certification DNL en 
anglais";"ANGLAIS
Un webinaire d'information est proposé aux 
enseignants intéressés par la certification 
complémentaire pour enseigner en anglais dans une 
discipline non linguistique (DNL). La séance sera 
consacrée plus particulièrement au dossier 
nécessaire à l'inscription dont la date butoir est 
fixée au 7 novembre 2024.
Un inspecteur en anglais et deux formateurs 
présenteront les attentes quant au contenu du 
dossier (expériences professionnelles, projets, 
pratiques pédagogiques propres à l'enseignement en 
DNL...) et répondront aux questions des participants.
La participation à ce webinaire ne vaut pas une 
inscription à la certification.";1;200;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101186/tab/trainee/pill/individualTrainingPlan
101235;ENS; ANGLAIS;Nouvelles stratégies d'entraînement à la réception orale;25A0090578;AGL_02 @ GESTES PROFESSIONNELS ET CONTENUS;"Module ouvert aux professeurs d&#8217;anglais de collège et 
de lycée";"Varier les modalités de mise au travail des élèves en 
compréhension orale. Faire le point sur les stratégies, 
y compris avec l'apport de la recherche.";"ANGLAIS
Varier les situations d'entraînement et d'évaluation 
de la réception orale : choix de supports de 
longueur différentes avec des objectifs différents. 
Travailler sur les stratégies de compréhension, de 
la discrimination auditive à la construction du 
sens, en prenant en
compte les sources et le contexte. Connaître les 
résultats récents de la recherche afin de proposer 
aux élèves des situations d'entraînement qui leur 
permettront d'améliorer leurs compétences en 
réception orale. Amplifier le bain linguistique et 
varier les
activités : travail collectif, en groupe, en 
individuel tout en articulant ce travail avec la 
production.";1;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101235/tab/trainee/pill/individualTrainingPlan
101236;ENS; ANGLAIS;Travaux de groupes et autonomie en cours d'anglais;25A0090578;AGL_02 @ GESTES PROFESSIONNELS ET CONTENUS;Professeurs d'anglais en collège et en lycée;"Réfléchir individuellement et collectivement sur la 
mise au travail des élèves: individuellement, en 
binôme, en groupes.
S'auto-évaluer sur ses pratiques.
Diversifier les démarches d'apprentissages au 
collège et au lycée.";"ANGLAIS
Distanciel 1h30 
Varier les méthodes d'apprentissage pour mettre tous 
les élèves en activité.
Alterner cours frontal, travail coopératif, travail 
collaboratif et travail en autonomie pour répondre 
aux besoins de tous les élèves.
Proposer des démarches qui sortent de l'ordinaire 
pour susciter la curiosité et l'intérêt des élèves.
Aider les élèves à devenir plus autonomes.";2;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101236/tab/trainee/pill/individualTrainingPlan
101237;ENS; ANGLAIS;Parcours M@gistère : travaux de groupes et autonomie en cours d'anglais;25A0090578;AGL_02 @ GESTES PROFESSIONNELS ET CONTENUS;Professeurs d'anglais en collège et en lycée;"Réfléchir individuellement et collectivement sur la 
mise au travail des élèves: individuellement, en 
binôme, en groupes.
S'auto-évaluer sur ses pratiques.
Diversifier les démarches d'apprentissages au 
collège et au lycée.";"ANGLAIS
Varier les méthodes d'apprentissage pour mettre tous 
les élèves en activité.
Alterner cours frontal, travail coopératif, travail 
collaboratif et travail en autonomie pour répondre aux 
besoins de tous les élèves.
Proposer des démarches qui sortent de l'ordinaire pour 
susciter la curiosité et l'intérêt des élèves.
Aider les élèves à devenir plus autonomes.";2;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101237/tab/trainee/pill/individualTrainingPlan
101310;ENS; ANGLAIS;AI in the classroom: Friend, Foe ?;25A0090578;AGL_02 @ GESTES PROFESSIONNELS ET CONTENUS;Public d'anglais;"Comprendre les principes de fonctionnement de l'IA 
générative et ses applications dans l'enseignement 
de l'anglais
Identifier les usages pédagogiques simples et 
complexes de l'IA au service des apprentissages des 
élèves.
Intégrer l'IA générative dans la préparation des 
cours, la conception de ressources et l'évaluation 
des compétences linguistiques.
Analyser les points de vigilance liés à 
l'utilisation de l'IA : fiabilité des contenus, 
gestion des erreurs, risques de plagiat, protection 
des données et équilibre entre technologie et 
interaction humaine.
Encourager l'autonomie des élèves et leur esprit 
critique face aux productions de l'IA.";"ANGLAIS
Découvrez notre première formation dédiée aux 
professeurs d'anglais sur le potentiel pédagogique 
de l'IA générative en classe ! Cette session vous 
permettra d'explorer comment l'IA peut enrichir vos 
pratiques, de la création d'activités interactives à 
la personnalisation des parcours d'apprentissage. 
Nous aborderons les usages simples : génération de 
textes, images, son, exercices personnalisés, et 
plus complexes (projets collaboratifs, simulations 
de conversations...), tout en identifiant les points 
de vigilance : fiabilité des contenus, éthique, 
évaluation, protection des données, développement de 
l'esprit critique chez les élèves.";7;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101310/tab/trainee/pill/individualTrainingPlan
101311;ENS; ANGLAIS;"Intégrer le cinéma et les séries en classe d&#8217;anglais";25A0090578;AGL_02 @ GESTES PROFESSIONNELS ET CONTENUS;Public professeurs d'anglais;"Acquérir ou renforcer des compétences en analyse, 
montage audiovisuel";"ANGLAIS
Découvrez notre webinaire de niveau 1 dédié aux 
professeurs d'anglais de collège et lycée : « 
Intégrer le cinéma et les séries en classe d'anglais 
». Cette formation vous propose des outils pour 
choisir des extraits de films ou de séries adaptés à 
vos objectifs pédagogiques, les intégrer 
efficacement dans une séquence, et outiller vos 
élèves pour analyser l'image en mouvement, le son, 
les plans et le sens produit afin de faciliter 
l'articulation entre réception et production. En 
lien avec les programmes officiels, cette formation 
vous permettra de diversifier vos pratiques et de 
renforcer la motivation de vos classes.";3;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101311/tab/trainee/pill/individualTrainingPlan
101360;ENS; ANGLAIS;Enseigner en ETLV en première et en terminale;25A0090578;AGL_02 @ GESTES PROFESSIONNELS ET CONTENUS;"Professeurs d'anglais et de technologie intervenant en 
ETLV";"Bien comprendre le cadrage pour optimiser 
l'organisation pédagogique du co-enseignement
Aider à la préparation conjointe professeur d'anglais / 
professeur d'enseignement technologique des séances 
d'ETLV";"ANGLAIS
Informer sur le cadrage du co-enseignement en ETLV. 
Modalités d'exercice du co-enseignement, de la 
préparation (séance /séquence) aux évaluations. Pistes 
de mise en oeuvre, d'activités, de croisement d'axes. 
Stage 100% à distance : 3h en webinaire destiné aux 
professeurs d'anglais et de technologie intervenant en 
ETLV.";3;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101360/tab/trainee/pill/individualTrainingPlan
101361;ENS; ANGLAIS;Enseigner en ETLV;25A0090578;AGL_02 @ GESTES PROFESSIONNELS ET CONTENUS;"professeurs d'anglais et de technologie intervenant en 
ETLV";"Se positionner comme co-enseignants, non spécialistes, 
de la préparation à l'évaluation.";"ANGLAIS
Questionnaire et mutualisation des pratiques de chacun 
en ETLV";3;100;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101361/tab/trainee/pill/individualTrainingPlan
102462;ENS; ANGLAIS;La trace du cours et ses enjeux : une étape clé du cours d'anglais au collège et au lycée.;25A0090578;AGL_02 @ GESTES PROFESSIONNELS ET CONTENUS;Professeurs d'anglais au collège et au lycée.;"Définir la trace écrite et la situer dans le 
parcours de l'élève. Réfléchir aux différents 
composantes (culturelle, linguistique,
pragmatique et méthodologique). Echanger autour des 
objectifs pour les élèves et pour l'enseignant. 
Découvrir des pratiques
concrètes, ambitieuses et variées, qui favorisent 
l'accessibilité des apprentissages et l'excellence 
inclusive. Etre capable d'anticiper
les traces possibles, de doser le guidage des 
élèves, d'adapter sa posture et de valoriser les 
élèves. Faire évoluer ses pratiques en
développant de nouvelles méthodes pour exploiter la 
trace écrite, faciliter la mémorisation, développer 
l'autonomie et faire progresser
les élèves en fluence et en phonologie. Pouvoir 
favoriser l'engagement et l'implication en rendant 
cette étape motivante.";"ANGLAIS
La trace écrite/orale est une étape clé du parcours 
d'apprentissage de l'élève. Nous réfléchirons aux 
enjeux de cette étape, à sa plus-value, à ses 
obstacles et aux leviers qui existent. Des exemples 
concrets (photos de tableaux et de cahiers à 
différents moments du cours, enregistrements, 
productions individuelles et collectives) 
permettront d'illustrer différentes modalités de 
mises en œuvre, de réfléchir aux objectifs 
(élève/professeur) et de définir ce que l'on entend 
par trace écrite: quels contenus? Quelles 
composantes? Quels formats? Quelle gestion du temps? 
Quel(s) guidage(s)? Que fait l'élève? Que fait 
l'enseignant? Que se
passe-t-il en amont? Quelle(s) exploitations 
ensuite? Comment gérer l'hétérogénéité? Comment 
favoriser l'inclusion? La trace écrite,
un moment fort du cours.";2;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102462/tab/trainee/pill/individualTrainingPlan
102464;ENS; ANGLAIS;Webinaires pédagogiques nouveaux programmes en collège : focus sur les objets d'étude;25A0090579;AGL_03 @ WEBINAIRES NVX PROGRAMMES;"Tous les enseignants d'anglais volontaires de lycée qui 
cherchent à faire évoluer leurs pratiques au moyen des 
nouveaux programmes;";"Problématiser pour engager la réflexion des élèves. 
Adapter l'exploitation de supports authentiques à 
son public. Articuler activités de production et de 
réception pour développer la participation active 
des élèves. Comprendre les enjeux des projets de 
programme d'anglais pour la 6e. Permettre aux 
enseignants de s'approprier les objets d'étude et de 
concevoir des séquences cohérentes et motivantes. 
Appréhender le potentiel culturel des objets 
d'étude.";"ANGLAIS
Webinaire pédagogique sur les nouveaux programmes du 
collège : focus sur les objets d'études. Réflexion 
collective sur les enjeux culturels et linguistiques 
des objets d'étude. Se saisir des objets d'étude 
proposés pour aborder les axes : exemple de mise en 
oeuvre. Articuler objectifs culturels et linguistiques 
pour construire une séquence cohérente à partir d'un 
objet d'étude.";2;100;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102464/tab/trainee/pill/individualTrainingPlan
100684;ENS; ARTS APPLIQUES;Les outils du designer au service de la pédagogie;25A0090367;AAP_01 - DÉVELOPPER LA CRÉATIVITÉ;"PV : professeurs d&#8217;arts appliqués en LP     
travaillant sur tous types de filières (tertiaire, 
industriel,                                                  
métiers d&#8217;art) et de niveau (3e prépa pro,  CAP, 
BMA, Bac pro). Professeurs de lycée professionnel      
intervenant dans les démarches les démarches du   
chef d'œuvre.";"Comprendre les notions et enjeux liés au 
développement de la créativité et en faire une 
compétence transversale. Intégrer les outils 
spécifiques du designer dans les pratiques 
pédagogiques (séquences pédagogiques et démarche 
de 
projet).";"ARTS APPLIQUES
Comprendre les notions et les enjeux liés au 
développement de la pensée créative, compétence 
indispensable en milieu professionnel et dans les 
pratiques artistiques en se fondant sur de 
nombreux exemples de concepts innovants dans tous 
les domaines créatifs et les derniers résultats 
des neurosciences. Identifier et déconstruire les 
approximations et fausses représentations. Former 
des individus créatifs en pensée et en 
comportement. Explorer les différentes méthodes et 
exercices pour développer la capacité à établir 
des associations d'idées et poser de nouvelles 
questions, proposer et développer de nouvelles 
idées ou solutions à une situation particulière. 
Construire des séquences pédagogiques en arts 
appliqués ou interdisciplinaires développant les 
compétences de travail collaboratif.";6;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100684/tab/trainee/pill/individualTrainingPlan
100685;ENS; ARTS APPLIQUES;Les outils du designer au service de la pédagogie;25A0090367;AAP_01 - DÉVELOPPER LA CRÉATIVITÉ;"PV : professeurs d&#8217;arts appliqués en LP     
travaillant sur tous types de filières (tertiaire, 
industriel,                                                  
métiers d&#8217;art) et de niveau (3e prépa pro,  CAP, 
BMA, Bac pro). Professeurs de lycée professionnel      
intervenant dans les démarches les démarches du   
chef d'œuvre.";"Comprendre les notions et enjeux liés au 
développement de la créativité et en faire une 
compétence transversale. Intégrer les outils 
spécifiques du designer dans les pratiques 
pédagogiques (séquences pédagogiques et démarche 
de 
projet).";"ARTS APPLIQUES
Comprendre les notions et les enjeux liés au 
développement de la pensée créative, compétence 
indispensable en milieu professionnel et dans les 
pratiques artistiques en se fondant sur de 
nombreux exemples de concepts innovants dans tous 
les domaines créatifs et les derniers résultats 
des neurosciences. Identifier et déconstruire les 
approximations et fausses représentations. Former 
des individus créatifs en pensée et en 
comportement. Explorer les différentes méthodes et 
exercices pour développer la capacité à établir 
des associations d'idées et poser de nouvelles 
questions, proposer et développer de nouvelles 
idées ou solutions à une situation particulière. 
Construire des séquences pédagogiques en arts 
appliqués ou interdisciplinaires développant les 
compétences de travail collaboratif.";6;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100685/tab/trainee/pill/individualTrainingPlan
100688;ENS; ARTS APPLIQUES;ENSEIGNER LE DESIGN AVEC L'IA;25A0090370;AAP_03 @ ENSEIGNER AVEC L'IA;"Professeurs en arts appliqués et cultures artistiques et métiers d&#8217;art de la voie professionnelle, professeurs en design de la voie technologique.";Appréhender les enjeux de l'IA dans le design. Se saisir des impacts sur les pratiques, l'avenir des métiers et leurs apprentissages. Expérimenter les outils et interroger leurs potentiels pour une mise en œuvre éthique en enseignement disciplinaire.;"ARTS APPLIQUES
Question vive pour le designer comme pour l'enseignant, l'intelligence artificielle interroge les pratiques futures, l'avenir des métiers et de leurs apprentissages. Cette formation se propose d'appréhender les fondamentaux de l'IA dans le design et les transpositions possibles dans son enseignement, en explorer les concepts clés et expérimenter la diversité des outils. Autour d'apports scientifiques, de temps collaboratifs et d'ateliers pratiques, les participants seront amenés à interroger les enjeux pédagogiques et mesurer les potentiels de l'usage de l'IA dans l'enseignement de la discipline. Des explorations, des pistes et des scenarios guidés par une réflexion critique et une sensibilisation aux impératifs éthiques pour une mise en œuvre éclairée dans un contexte éducatif.";6;16;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100688/tab/trainee/pill/individualTrainingPlan
100542;ENS; ARTS PLASTIQUES;DECOUVRIR LE CENTRE DE CONSERVATION DU LOUVRE A   LIEVIN;25A0090289;APL_03 - DECOUVRIR CENTRE CONSERVATION LOUVRE;Professeurs d'arts plastiques de collège et de                                                lycée en priorité ou enseignants intéressés dans le cadre du parcours avenir;"Lieu de travail pour les personnels scientifiques,lieu de recherche pour les universitaires français  
et étrangers, il permet de faire découvrir aux élèves pratiquant les arts plastiques les métiers de 
la conservation scientifique.";"ARTS PLASTIQUES
Découvrir et connaître les missions du Centre de conservation du Louvre Paris à Liévin : conservation des œuvres, traitement des collections ; recherche et étude. Accéder aux salles de traitements,ateliers, studio photo, salle d'anoxie, de vernissage. Lieu de travail pour les personnels scientifiques, lieu de recherche pour les universitaires français et étrangers, il permet de faire découvrir aux élèves pratiquant les arts plastiques les métiers de la conservation scientifique (Parcours Avenir).  
Visite des espaces dédiés de 18 500 mètres carré de surface accueillant 300 000 œuvres. Rencontre avec les personnels dédiés à la régie des œuvres. 
Présentation des missions d'un centre de conservation et d'études.";3;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100542/tab/trainee/pill/individualTrainingPlan
